"sample_collect_date","date_received","test_result_date","date_reported","sample_id","sw_id","site_id","pcr_lab","sars_pos","ct","sars2_copies_ml","hum_frac_mic_copies_ml","rec_eff_percent","sample_temp_f","sample_type","flow_rate","flow_rate_flag","quadrant_sample_id","withheld"
"2022-05-16","","2022-05-17","2022-06-02","20220516NY037030546A","36037NY0030546GCWWC","NY037030546A","genesee_orleans_health",NA,NA,10.523,10.97,NA,NA,"",0.47,"","","Reported"
"2022-05-16","","2022-05-17","2022-06-02","20220516NY073021873A","36073NY0021873OCWWB","NY073021873A","genesee_orleans_health",NA,NA,12.123,37.5,NA,NA,"",0.49,"","","Reported"
"2022-05-16","","2022-05-18","2022-05-18","20220516NY103104809A","36103NY0104809SCWWA","NY103104809A","suny_stony_brook",NA,NA,89.262,NA,NA,NA,"",34.28,">capacity","","Reported"
"2022-05-16","","2022-05-18","2022-05-18","20220516NY103079324A","36103NY0079324SCWWR","NY103079324A","suny_stony_brook",NA,NA,81.65,NA,NA,NA,"",1.195,"","","Reported"
"2022-05-16","","2022-05-18","2022-05-18","20220516NY103021750A","36103NY0021750SCWWV","NY103021750A","suny_stony_brook",NA,NA,8.243,NA,NA,NA,"",0.523,"","","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY071026328A","36071NY0026328ORWW4","NY071026328A","quadrant",3,NA,35.3,342000,0.0428,NA,"Time-Weighted Composite",6.2,"","WW-8305","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY071026310A","36071NY0026310NE01","NY071026310A","quadrant",3,NA,15,424000,0.0572,NA,"Time-Weighted Composite",7.6,"","WW-8306","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY071027901A","36071NY0027901ORWW5","NY071027901A","quadrant",3,NA,26.1,972000,0.049,NA,"Time-Weighted Composite",5.43,"","WW-8307","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY071023680A","36071NY0023680ORWW3","NY071023680A","quadrant",3,NA,31.3,141000,0.0447,NA,"Composite",0.804,"","WW-8308","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY071031518A","36071NY0031518ORWW6","NY071031518A","quadrant",3,NA,6.28,308000,0.0184,NA,"Grab",1.556,"","WW-8309","Reported"
"2022-05-17","2022-05-18","2022-05-19","2022-05-20","20220517NY011021903A","36011NY0021903CCWW1","NY011021903A","quadrant",3,NA,33.7,63700,0.0519,NA,"Time-Weighted Composite",13.5,">capacity","WW-8325R","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY101025721A","36101NY0025721SCWW1","NY101025721A","quadrant",3,NA,36,1060000,0.0193,NA,"Time-Weighted Composite",0.956,"","WW-8312","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY101021431A","36101NY0021431SCWW4","NY101021431A","quadrant",3,NA,9.87,103000,0.0445,NA,"Time-Weighted Composite",0.572,"","WW-8314","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY101023906A","36101NY0023906SCWW2","NY101023906A","quadrant",3,NA,55.2,131000,0.0283,NA,"Time-Weighted Composite",0.957,"","WW-8315","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY023027561A","36023NY0027561001","NY023027561A","quadrant",3,NA,7.72,402000,0.0468,NA,"Flow-Weighted Composite",5.826,"","WW-8317","Reported"
"2022-05-17","2022-05-18","2022-05-19","2022-05-20","20220517NY031022187A","36031NY0022187ECWWC","NY031022187A","quadrant",3,NA,38.8,113000,0.0438,NA,"Time-Weighted Composite",1.1,"","WW-8321R","Reported"
"2022-05-17","2022-05-18","2022-05-19","2022-05-20","20220517NY033030376A","36033NY0030376FCWWC","NY033030376A","quadrant",3,NA,44.8,28700,0.0105,NA,"Time-Weighted Composite",2.7,"","WW-8322R","Reported"
"2022-05-17","2022-05-18","2022-05-19","2022-05-20","20220517NY021022039A","36021NY0022039CCWWB","NY021022039A","quadrant",3,NA,NA,3980,0.0061,NA,"Time-Weighted Composite",2.87,">capacity","WW-8329","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY051024384A","36051NY0024384LCWWJ","NY051024384A","quadrant",3,NA,11.2,229000,0.0308,NA,"Time-Weighted Composite",1.163,"","WW-8316","Reported"
"2022-05-17","2022-05-18","2022-05-19","2022-05-20","20220517NY059026999A","36059NY0026999NCWWE","NY059026999A","quadrant",3,NA,266,42300,0.0249,NA,"Time-Weighted Composite",2.837,"","WW-8327","Reported"
"2022-05-17","2022-05-18","2022-05-19","2022-05-20","20220517NY117029475A","36117NY0029475WCWWE","NY117029475A","quadrant",3,NA,7.9,17700,0.0154,NA,"Composite",1.6,"","WW-8328","Reported"
"2022-05-17","2022-05-18","2022-05-19","2022-05-20","20220517NY059026778A","36059NY0026778NCWWA","NY059026778A","quadrant",3,NA,37.4,244000,0.0501,NA,"Time-Weighted Composite",3.91,"+2sd","WW-8323R","Reported"
"2022-05-17","2022-05-18","2022-05-19","2022-05-20","20220517NY093020516A","36093NY0020516SCWWB","NY093020516A","quadrant",3,NA,38.7,124000,0.0435,NA,"Time-Weighted Composite",22.1,">capacity; +2sd","WW-8324R","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY055021610A","36055NY0021610MCWWD","NY055021610A","quadrant",3,NA,31.8,335000,0.0387,NA,"Composite",3.735,"","WW-8318","Reported"
"2022-05-17","2022-05-18","2022-05-18","2022-05-18","20220517NY121021504A","36121NY0021504WCWWD","NY121021504A","quadrant",3,NA,39.5,1800000,0.0514,NA,"Time-Weighted Composite",0.48,"","WW-8320","Reported"
"2022-05-17","2022-05-19","2022-05-19","2022-05-20","20220517NY055028339A","36055NY0028339000","NY055028339A","quadrant",3,NA,9.24,9110,0.0146,NA,"Flow-Weighted Composite",69.02,"","WW-8336","Reported"
"2022-05-17","","2022-05-18","2022-05-18","20220517NY103104809A","36103NY0104809SCWWA","NY103104809A","suny_stony_brook",NA,NA,44.022,NA,NA,NA,"",34.28,">capacity","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY047026212A","36047NY0026212NYCWWJ","NY047026212A","NYC",NA,NA,19.75880032,NA,NA,NA,"",44,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY081026158A","36081NY0026158NYCWWE","NY081026158A","NYC",NA,NA,26.80138122,NA,NA,NA,"",96,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY047026182A","36047NY0026182NYCWWK","NY047026182A","NYC",NA,NA,15.98587214,NA,NA,NA,"",74,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY005026191A","36005NY0026191NYCWWC","NY005026191A","NYC",NA,NA,15.20181531,NA,NA,NA,"",113,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY081026115A","36081NY0026115NYCWWF","NY081026115A","NYC",NA,NA,23.05414365,NA,NA,NA,"",89,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY047026204A","36047NY0026204NYCWWG","NY047026204A","NYC",NA,NA,16.79463299,NA,NA,NA,"",179,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY061026247A","36061NY0026247NYCWWA","NY061026247A","NYC",NA,NA,24.20284136,NA,NA,NA,"",98,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY085026174A","36085NY0026174NYCWWM","NY085026174A","NYC",NA,NA,16.80280189,NA,NA,NA,"",30,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY047026166A","36047NY0026166NYCWWI","NY047026166A","NYC",NA,NA,31.86507498,NA,NA,NA,"",95,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY085026107A","36085NY0026107NYCWWN","NY085026107A","NYC",NA,NA,24.17565114,NA,NA,NA,"",31,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY047027073A","36047NY0027073NYCWWH","NY047027073A","NYC",NA,NA,17.14408051,NA,NA,NA,"",25,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY081026221A","36081NY0026221NYCWWL","NY081026221A","NYC",NA,NA,8.804262036,NA,NA,NA,"",20,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY081026239A","36081NY0026239NYCWWD","NY081026239A","NYC",NA,NA,20.8144041,NA,NA,NA,"",66,"","","Reported"
"2022-05-17","","2022-05-18","2022-08-31","20220517NY061026131A","36061NY0026131NYCWWB","NY061026131A","NYC",NA,NA,11.33745067,NA,NA,NA,"",176,"","","Reported"
"2022-05-18","2022-05-18","2022-05-19","2022-05-20","20220518NY075029106A","36075NY0029106001","NY075029106A","quadrant",3,NA,NA,10700,0.0035,NA,"Time-Weighted Composite",3.3,"","WW-8330","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY101025721A","36101NY0025721SCWW1","NY101025721A","quadrant",3,NA,36.2,457000,0.0356,NA,"Time-Weighted Composite",0.587,"","WW-8345","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY045025151A","36045NY0025151JCWWC","NY045025151A","quadrant",3,NA,10.5,309000,0.0098,NA,"Composite",1.623,"","WW-8342","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY071026522A","36071NY0026522ORWW2","NY071026522A","quadrant",3,NA,66.6,563000,0.0412,NA,"Time-Weighted Composite",1,"imputed","WW-8344","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY025029271A","36025NY0029271DCWWE","NY025029271A","quadrant",3,NA,9.58,311000,0.0173,NA,"Time-Weighted Composite",0.548,"","WW-8341","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY007027669A","36007NY0027669BCWWA","NY007027669A","quadrant",3,NA,37.9,7180,0.0281,NA,"Composite",5.8,"imputed","WW-8332","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY105024520A","36105NY0024520SCWWT","NY105024520A","quadrant",3,NA,NA,24000,0.0348,NA,"Time-Weighted Composite",1.578,"","WW-8339","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY111029351A","36111NY0029351UCWWN","NY111029351A","quadrant",3,NA,40,4880,0.0345,NA,"Time-Weighted Composite",5.78,"","WW-8338","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY049020125A","36049NY0020125LCWWE","NY049020125A","quadrant",3,NA,NA,161000,0.0113,NA,"Time-Weighted Composite",1.5,"imputed","WW-8348","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY055028231A","36055NY0028231006","NY055028231A","quadrant",3,NA,29.8,8580,0.0346,NA,"Flow-Weighted Composite",14.15,"","WW-8335","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY057020290A","36057NY0020290MCWWE","NY057020290A","quadrant",3,NA,21.7,8260,0.0373,NA,"Composite",8,"imputed","WW-8333","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY059026450A","36059NY0026450NCWWH","NY059026450A","quadrant",3,NA,64.6,15700,0.0306,NA,"Time-Weighted Composite",50.8,"","WW-8337","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY027026255A","36027NY0026255DCWW1","NY027026255A","quadrant",3,NA,44.3,15900,0.0493,NA,"Time-Weighted Composite",8,"","WW-8334","Reported"
"2022-05-18","2022-05-19","2022-05-20","2022-05-20","20220518NY079031356A","36079NY0031356PCWWI","NY079031356A","quadrant",3,NA,403,1020000,0.0166,NA,"Flow-Weighted Composite",0.8,"imputed","WW-8351","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY083087971A","36083NY0087971RCWWA","NY083087971A","quadrant",3,NA,39.3,345000,0.0391,NA,"Time-Weighted Composite",16.656,"","WW-8340","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY031021733A","36031NY0021733ECWWB","NY031021733A","quadrant",3,NA,20.3,147000,0.0295,NA,"Grab",1.4,"","WW-8346","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY089031194A","36089NY0031194SLWWJ","NY089031194A","quadrant",3,NA,NA,83400,0.0346,NA,"Time-Weighted Composite",10.25,">capacity; +2sd","WW-8347","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY087026051A","36087NY0026051RCWWE","NY087026051A","quadrant",3,NA,NA,91300,0.0061,NA,"Time-Weighted Composite",8.21,"","WW-8350","Reported"
"2022-05-18","2022-05-19","2022-05-19","2022-05-20","20220518NY111030082A","36111NY0030082UCWWK","NY111030082A","quadrant",3,NA,48.5,449000,0.0352,NA,"Time-Weighted Composite",0.979,"","WW-8349","Reported"
"2022-05-18","2022-05-19","2022-05-20","2022-05-20","20220518NY123029726A","36123NY0029726YCWWB","NY123029726A","quadrant",3,NA,53.2,556000,0.0066,NA,"Time-Weighted Composite",1.22,"","WW-8331R","Reported"
"2022-05-18","2022-05-20","2022-05-23","2022-05-23","20220518NY017021423A","36017NY0021423CCWWC","NY017021423A","quadrant",3,NA,5.43,60700,0.0189,NA,"Time-Weighted Composite",1.29,"","WW-8358R","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY009027162A","36009NY0027162CCWWI","NY009027162A","suny_buffalo",3,NA,584.9627603,284859.2159,NA,NA,"",3,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY063026336A","36063NY0026336NCWWK","NY063026336A","suny_buffalo",3,NA,552.7181915,22398.93671,NA,NA,"",23.4,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY013027570A","36013NY0027570CCWWD","NY013027570A","suny_buffalo",3,NA,598.5841564,196398.3072,NA,NA,"",7,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY013027961A","36013NY0027961CCWWL","NY013027961A","suny_buffalo",3,NA,500.4954234,182083.5988,NA,NA,"",3.1,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY003022357A","36003NY0022357ACWWF","NY003022357A","suny_buffalo",0,NA,NA,NA,NA,NA,"",NA,"","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY029025950B","36029NY0025950E020","NY029025950B","suny_buffalo",3,NA,92.62519181,31174.74022,NA,NA,"",NA,"","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY029022543A","36029NY0022543E026","NY029022543A","suny_buffalo",3,NA,3099.105456,8272.566925,NA,NA,"",5.9,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY029022136A","36029NY0022136E025","NY029022136A","suny_buffalo",3,NA,4079.582233,30442.83116,NA,NA,"",3.3,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY029095401A","36029NY0095401E024","NY029095401A","suny_buffalo",3,NA,5267.209024,95973.09242,NA,NA,"",19.3,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY029026395C","36029NY0026395E021","NY029026395C","suny_buffalo",0,NA,NA,87659.32482,NA,NA,"",2.81,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY029026395B","36029NY0026395E022","NY029026395B","suny_buffalo",3,NA,63.01608074,122744.608,NA,NA,"",13.87,"imputed","","Reported"
"2022-05-18","","2022-05-19","2022-05-21","20220518NY029028410A","36029NY0028410BU11","NY029028410A","suny_buffalo",3,NA,641.9725798,23391.54073,NA,NA,"",134,"imputed","","Reported"
"2022-05-18","","2022-05-25","2022-05-25","20220518NY103020061A","36103NY0020061SCWWY","NY103020061A","suny_stony_brook",NA,NA,48.231,NA,NA,NA,"",1.176,"","","Reported"
"2022-05-19","2022-05-19","2022-05-20","2022-05-20","20220519NY053026956A","36053NY0026956MCWWC","NY053026956A","quadrant",3,NA,NA,1440000,0.0039,NA,"Time-Weighted Composite",2.2,"imputed","WW-8352","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY101021431A","36101NY0021431SCWW4","NY101021431A","quadrant",3,NA,20.2,84100,0.0261,NA,"Time-Weighted Composite",0.527,"","WW-8366R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY101025721A","36101NY0025721SCWW1","NY101025721A","quadrant",3,NA,16.4,104000,0.0297,NA,"Time-Weighted Composite",0.639,"","WW-8367R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY101023906A","36101NY0023906SCWW2","NY101023906A","quadrant",3,NA,6.2,68200,0.0136,NA,"Time-Weighted Composite",0.819,"","WW-8368R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY071026522A","36071NY0026522ORWW2","NY071026522A","quadrant",3,NA,10.6,46800,0.016,NA,"Time-Weighted Composite",1,"imputed","WW-8369R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY071026328A","36071NY0026328ORWW4","NY071026328A","quadrant",3,NA,9.91,43600,0.0277,NA,"Time-Weighted Composite",6,"","WW-8370R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY071027901A","36071NY0027901ORWW5","NY071027901A","quadrant",3,NA,31,87100,0.0281,NA,"Time-Weighted Composite",4.94,"","WW-8371R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY071023680A","36071NY0023680ORWW3","NY071023680A","quadrant",3,NA,NA,2550,0.0066,NA,"Composite",0.766,"","WW-8372R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY077031151A","36077NY0031151001","NY077031151A","quadrant",3,NA,30.1,32500,0.0261,NA,"Time-Weighted Composite",1.8,"imputed","WW-8359R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY065025780B","36065NY0025780D018","NY065025780B","quadrant",3,NA,10.8,59900,0.0374,NA,"Flow-Weighted Composite",14,"","WW-8356R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY065025780C","36065NY0025780D019","NY065025780C","quadrant",3,NA,13.9,50500,0.0244,NA,"Flow-Weighted Composite",12,"","WW-8357R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY059026778A","36059NY0026778NCWWA","NY059026778A","quadrant",3,NA,27.3,76500,0.0289,NA,"Time-Weighted Composite",3.6,"+2sd","WW-8355R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY091028240A","36091NY0028240001","NY091028240A","quadrant",3,NA,14.9,62300,0.0069,NA,"Time-Weighted Composite",12.8,"imputed","WW-8365R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY093020516A","36093NY0020516SCWWB","NY093020516A","quadrant",3,NA,NA,3390,0.002,NA,"Time-Weighted Composite",16.15,"","WW-8362R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY097271942A","36097NY0271942SCWWA","NY097271942A","quadrant",3,NA,12.5,36900,0.0116,NA,"Flow-Weighted Composite",0.55,"","WW-8363R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY099033308A","36099NY0033308SCWWB","NY099033308A","quadrant",3,NA,40.3,84300,0.0268,NA,"Time-Weighted Composite",1.7,"","WW-8360R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY055021610A","36055NY0021610MCWWD","NY055021610A","quadrant",3,NA,29.6,79300,0.0366,NA,"Composite",3.33,"","WW-8361R","Reported"
"2022-05-19","2022-05-20","2022-05-23","2022-05-23","20220519NY115183695A","36115NY0183695WCWWC","NY115183695A","quadrant",3,NA,11.5,13700,0.0067,NA,"Time-Weighted Composite",1.6,"","WW-8354R","Reported"
"2022-05-19","2022-05-23","2022-05-23","2022-05-24","20220519NY071026310A","36071NY0026310NE01","NY071026310A","quadrant",3,NA,8.16,320000,0.0133,NA,"Time-Weighted Composite",8.6,"","WW-8373R","Reported"
"2022-05-19","","2022-05-25","2022-05-25","20220519NY103104809A","36103NY0104809SCWWA","NY103104809A","suny_stony_brook",NA,NA,189.279,NA,NA,NA,"",34.28,">capacity","","Reported"
"2022-05-19","","2022-05-25","2022-05-25","20220519NY103079324A","36103NY0079324SCWWR","NY103079324A","suny_stony_brook",NA,NA,709.322,NA,NA,NA,"",1.32,"","","Reported"
"2022-05-19","","2022-05-25","2022-05-25","20220519NY103021750A","36103NY0021750SCWWV","NY103021750A","suny_stony_brook",NA,NA,0,NA,NA,NA,"",0.58,"","","Reported"
"2022-05-22","2022-05-23","2022-05-23","2022-05-24","20220522NY067027081A","36067NY0027081604","NY067027081A","quadrant",3,NA,NA,1110000,0.0276,NA,"Composite",67.2,"imputed","WW-8374R","Reported"
"2022-05-22","2022-05-23","2022-05-23","2022-05-24","20220522NY067027618A","36067NY0027618601","NY067027618A","quadrant",3,NA,NA,1490000,0.0484,NA,"Composite",NA,"","WW-8375R","Reported"
"2022-05-22","2022-05-23","2022-05-23","2022-05-24","20220522NY067027723A","36067NY0027723605","NY067027723A","quadrant",3,NA,NA,555000,0.0409,NA,"Composite",NA,"","WW-8376R","Reported"
"2022-05-22","2022-05-23","2022-05-23","2022-05-24","20220522NY067030317A","36067NY0030317606","NY067030317A","quadrant",3,NA,NA,3060000,0.018,NA,"Composite",NA,"","WW-8377R","Reported"
"2022-05-22","2022-05-23","2022-05-23","2022-05-24","20220522NY067030571A","36067NY0030571617","NY067030571A","quadrant",3,NA,NA,889000,0.0034,NA,"Composite",NA,"","WW-8378R","Reported"
"2022-05-22","2022-05-23","2022-05-23","2022-05-24","20220522NY067027596A","36067NY0027596619","NY067027596A","quadrant",3,NA,NA,1930000,0.0201,NA,"Composite",NA,"","WW-8379R","Reported"
"2022-05-22","2022-05-24","2022-05-24","2022-05-24","20220522NY055028339A","36055NY0028339000","NY055028339A","quadrant",3,NA,33,595000,0.0565,NA,"Flow-Weighted Composite",136.31,">capacity","WW-8385","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY047026212A","36047NY0026212NYCWWJ","NY047026212A","NYC",NA,NA,4.354,NA,NA,NA,"",46,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY081026158A","36081NY0026158NYCWWE","NY081026158A","NYC",NA,NA,24.917,NA,NA,NA,"",93,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY047026182A","36047NY0026182NYCWWK","NY047026182A","NYC",NA,NA,6.928,NA,NA,NA,"",95,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY005026191A","36005NY0026191NYCWWC","NY005026191A","NYC",NA,NA,4.138,NA,NA,NA,"",128,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY081026115A","36081NY0026115NYCWWF","NY081026115A","NYC",NA,NA,17.403,NA,NA,NA,"",78,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY047026204A","36047NY0026204NYCWWG","NY047026204A","NYC",NA,NA,22.409,NA,NA,NA,"",174,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY061026247A","36061NY0026247NYCWWA","NY061026247A","NYC",NA,NA,19.783,NA,NA,NA,"",99,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY085026174A","36085NY0026174NYCWWM","NY085026174A","NYC",NA,NA,7.373,NA,NA,NA,"",33,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY047026166A","36047NY0026166NYCWWI","NY047026166A","NYC",NA,NA,21.227,NA,NA,NA,"",91,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY085026107A","36085NY0026107NYCWWN","NY085026107A","NYC",NA,NA,18.174,NA,NA,NA,"",31,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY047027073A","36047NY0027073NYCWWH","NY047027073A","NYC",NA,NA,9.104,NA,NA,NA,"",25,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY081026221A","36081NY0026221NYCWWL","NY081026221A","NYC",NA,NA,18.465,NA,NA,NA,"",20,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY081026239A","36081NY0026239NYCWWD","NY081026239A","NYC",NA,NA,16.957,NA,NA,NA,"",69,"","","Reported"
"2022-05-22","","2022-05-23","2022-08-31","20220522NY061026131A","36061NY0026131NYCWWB","NY061026131A","NYC",NA,NA,7.822,NA,NA,NA,"",224,"","","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY071031518A","36071NY0031518ORWW6","NY071031518A","quadrant",3,NA,25.3,267000,0.042,NA,"Grab",1.303,"","WW-8389","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY001026867A","36001NY0026867AL11","NY001026867A","quadrant",3,NA,35.3,279000,0.0393,NA,"Composite",20,"","WW-8391","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY001026875A","36001NY0026875ACWWL","NY001026875A","quadrant",3,NA,20.8,3e+05,0.0456,NA,"Composite",20,"","WW-8392","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY035026042A","36035NY0026042FCWWD","NY035026042A","quadrant",3,NA,26.6,658000,0.155,NA,"Time-Weighted Composite",5.231,"","WW-8380","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY043036528A","36043NY0036528HCWWE","NY043036528A","quadrant",3,NA,26.7,106000,0.0741,NA,"Flow-Weighted Composite",3.534,"","WW-8387","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY055028231A","36055NY0028231006","NY055028231A","quadrant",3,NA,11.3,374000,0.049,NA,"Flow-Weighted Composite",14.52,"","WW-8384","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY059026999A","36059NY0026999NCWWE","NY059026999A","quadrant",3,NA,32.8,467000,0.034,NA,"Time-Weighted Composite",2.8,"imputed","WW-8383","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY027026255A","36027NY0026255DCWW1","NY027026255A","quadrant",3,NA,13.6,302000,0.0599,NA,"Time-Weighted Composite",8,"","WW-8386","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY087031895A","36087NY0031895RCWWF","NY087031895A","quadrant",3,NA,29.4,262000,0.0681,NA,"Composite",21.56,"","WW-8388","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY031021733A","36031NY0021733ECWWB","NY031021733A","quadrant",3,NA,8.38,144000,0.0353,NA,"Grab",1.6,"","WW-8382","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY109020958A","36109NY0020958002","NY109020958A","quadrant",3,NA,45.4,207000,0.0878,NA,"Time-Weighted Composite",1.7,"","WW-8381","Reported"
"2022-05-23","2022-05-24","2022-05-24","2022-05-24","20220523NY113029050A","36113NY0029050001","NY113029050A","quadrant",3,NA,26.8,438000,0.0593,NA,"Time-Weighted Composite",3.67,"","WW-8390","Reported"
"2022-05-23","","2022-05-24","2022-06-02","20220523NY037026514A","36037NY0026514GCWWI","NY037026514A","genesee_orleans_health",NA,NA,15.31,23.65,NA,NA,"",3.9,"","","Reported"
"2022-05-23","","2022-05-24","2022-06-02","20220523NY037030546A","36037NY0030546GCWWC","NY037030546A","genesee_orleans_health",NA,NA,6.348,14.495,NA,NA,"",0.47,"","","Reported"
"2022-05-23","","2022-05-24","2022-06-02","20220523NY073021873A","36073NY0021873OCWWB","NY073021873A","genesee_orleans_health",NA,NA,3.676,22.35,NA,NA,"",0.49,"","","Reported"
